x,f(x)
2.441,0.823
-4.229,-2915.186
1.168,-0.119
0.473,-0.022
0.212,-0.002
-3.346,-220.509
1.844,0.323
3.976,-0.803
-3.204,-50.456
1.720,0.153
3.421,-0.373
-2.527,120.989
-2.651,131.174
-0.510,-0.075
-1.823,11.146
-1.943,22.775
4.437,-0.339
1.798,0.256
-0.993,-0.745
4.354,-0.456
1.081,-0.113
-1.281,-1.529
-1.868,15.013
3.943,-0.807
-0.794,-0.357
-1.723,4.933
-4.977,3409.489
-4.839,1572.473
-1.880,16.105
2.845,0.404
-1.171,-1.245
3.814,-0.778
-2.198,62.913
-1.610,0.849
-0.436,-0.041
4.760,0.042
2.106,0.688
-0.275,-0.007
-3.326,-191.281
-4.537,-1750.727
-2.240,71.046
4.823,0.088
3.145,-0.005
3.689,-0.687
-3.979,-2292.612
3.882,-0.802
-1.671,2.711
4.287,-0.546
-4.770,697.281
4.319,-0.503
2.829,0.427
0.661,-0.051
4.099,-0.745
1.174,-0.120
4.407,-0.381
4.980,0.163
-2.397,100.974
3.488,-0.459
4.711,-0.001
-2.567,125.482
-0.458,-0.050
1.147,-0.118
2.796,0.471
-1.106,-1.052
-1.493,-1.061
3.422,-0.373
2.943,0.269
3.282,-0.187
-3.186,-34.797
-0.060,-0.000
1.039,-0.108
-4.447,-2361.683
-4.771,709.973
-2.770,128.857
-4.057,-2579.911
-1.194,-1.310
-0.183,-0.001
-0.907,-0.555
-0.332,-0.014
-0.702,-0.235
1.082,-0.113
-2.923,102.830
2.960,0.246
1.278,-0.118
-0.277,-0.007
-1.904,18.529
0.921,-0.092
4.534,-0.205
-2.217,66.502
-0.161,-0.001
-3.329,-195.418
-3.725,-1233.187
-1.234,-1.420
1.052,-0.110
-0.249,-0.004
-4.445,-2375.348
-4.648,-715.237
2.976,0.225
-0.052,-0.000
2.827,0.429
-1.229,-1.408
0.285,-0.004
-3.472,-455.229
-0.570,-0.112
-0.408,-0.032
4.718,0.006
-2.511,119.007
1.782,0.234
-4.287,-2892.380
2.255,0.813
3.377,-0.313
2.922,0.299
-0.320,-0.012
-4.824,1372.508
-4.550,-1648.587
-0.358,-0.019
4.104,-0.741
3.634,-0.632
-1.467,-1.266
-3.085,36.102
0.914,-0.091
-2.536,122.070
4.766,0.046
2.582,0.726
-2.524,120.669
-2.116,48.143
-4.345,-2782.656
4.330,-0.489
0.142,-0.000
0.450,-0.019
-3.701,-1143.047
-2.118,48.495
3.775,-0.755
-4.800,1075.916
-2.508,118.609
0.008,-0.000
3.929,-0.808
-2.771,128.749
-1.492,-1.069
2.497,0.793
-3.063,48.184
1.163,-0.119
-4.172,-2862.870
3.523,-0.503
1.991,0.538
-4.084,-2662.310
0.775,-0.070
0.995,-0.103
-1.568,-0.047
1.957,0.488
2.120,0.703
-1.577,0.125
0.938,-0.095
1.876,0.369
-1.929,21.178
-2.416,104.236
-4.910,2506.318
-3.504,-529.237
-4.270,-2907.590
3.857,-0.795
-4.141,-2807.460
2.965,0.239
-4.879,2090.901
-0.537,-0.090
1.968,0.505
-1.674,2.808
-0.819,-0.395
-2.926,101.960
-0.196,-0.002
1.922,0.437
0.725,-0.062
1.215,-0.121
1.564,-0.005
2.636,0.670
2.344,0.839
-2.231,69.321
3.677,-0.676
2.471,0.808
-4.589,-1302.368
2.468,0.810
3.166,-0.033
-3.758,-1365.975
-0.034,-0.000
-2.251,73.135
1.611,0.035
-1.728,5.199
-1.928,21.116
3.569,-0.559
-1.380,-1.590
0.894,-0.088
-0.537,-0.090
1.904,0.410
-0.673,-0.203
-3.706,-1162.405
-0.238,-0.004
-3.535,-609.201
3.308,-0.222
2.753,0.528
-1.618,1.059
-1.054,-0.905
-4.447,-2365.031
-1.265,-1.495
-4.690,-258.882
0.548,-0.032
3.628,-0.626
3.392,-0.334
3.453,-0.414
2.910,0.316
-0.985,-0.727
0.070,-0.000
-4.091,-2684.760
-4.326,-2829.001
4.762,0.044
0.173,-0.001
-4.359,-2742.481
-1.126,-1.110
-3.952,-2182.409
-1.658,2.239
-1.641,1.719
-2.910,106.361
-4.980,3450.404
-3.650,-958.823
-1.885,16.557
-1.105,-1.047
-3.623,-870.588
2.294,0.829
-0.883,-0.506
-0.512,-0.076
-4.447,-2363.847
3.757,-0.743
-3.452,-412.035
-3.381,-275.895
-2.920,103.628
-1.561,-0.180
3.824,-0.782
-0.082,-0.000
-3.281,-131.589
3.415,-0.364
3.653,-0.652
1.552,-0.014
-2.693,131.886
4.682,-0.029
-4.537,-1753.486
1.789,0.244
4.900,0.131
1.931,0.451
2.391,0.836
-3.529,-593.861
-1.236,-1.427
-0.422,-0.036
-3.173,-24.142
4.680,-0.032
-3.957,-2203.765
4.026,-0.787
4.736,0.021
3.939,-0.807
-0.486,-0.062
-1.161,-1.215
-4.550,-1645.781
-2.817,123.902
4.737,0.023
4.048,-0.777
-4.564,-1528.689
0.417,-0.015
1.142,-0.118
3.194,-0.070
1.671,0.096
2.521,0.777
0.090,-0.000
1.823,0.292
2.670,0.631
-1.066,-0.936
1.803,0.263
4.195,-0.657
2.987,0.209
-0.854,-0.455
2.212,0.786
0.692,-0.056
0.020,-0.000
3.802,-0.771
0.208,-0.001
-2.927,101.656
0.373,-0.011
1.061,-0.111
-4.407,-2561.820
-1.910,19.140
-3.332,-199.100
3.348,-0.276
-1.915,19.718
2.250,0.810
4.715,0.002
-4.914,2566.837
-1.849,13.291
1.515,-0.040
-4.756,523.058
-0.856,-0.458
1.146,-0.118
-0.394,-0.028
4.038,-0.782
4.788,0.064
-2.742,130.646
-4.761,577.092
-0.782,-0.338
2.702,0.593
1.111,-0.116
2.096,0.676
4.683,-0.029
3.318,-0.236
-3.486,-485.853
-4.382,-2663.547
4.275,-0.563
3.123,0.025
3.813,-0.777
-2.165,56.881
2.091,0.670
-0.136,-0.000
-0.423,-0.037
-4.663,-550.462
0.560,-0.034
1.669,0.094
0.939,-0.095
2.230,0.798
-0.620,-0.152
-3.044,58.037
-0.183,-0.001
-0.533,-0.088
-4.760,570.906
1.731,0.167
-4.565,-1514.770
4.285,-0.549
4.352,-0.458
-1.650,1.996
-2.889,111.254
-1.340,-1.602
-2.742,130.647
-4.818,1294.701
3.117,0.033
3.658,-0.657
-1.885,16.569
-0.288,-0.008
-4.467,-2249.483
-2.649,131.088
-1.269,-1.505
-1.419,-1.506
-4.467,-2246.054
-2.410,103.285
0.973,-0.100
-3.163,-16.264
-1.738,5.691
-2.694,131.884
-0.124,-0.000
-4.795,1008.547
1.601,0.026
-0.710,-0.244
3.750,-0.737
-1.383,-1.585
-1.528,-0.671
-0.620,-0.152
-3.098,28.664
1.391,-0.098
-1.919,20.153
1.900,0.405
-4.782,843.809
4.499,-0.252
-2.491,116.252
-1.175,-1.255
4.758,0.040
-1.838,12.345
1.398,-0.095
4.617,-0.100
-1.217,-1.375
-1.350,-1.605
4.133,-0.717
2.013,0.568
-0.824,-0.403
1.616,0.040
-4.118,-2756.763
0.090,-0.000
4.101,-0.743
-4.443,-2384.033
1.127,-0.117
4.904,0.134
4.904,0.134
-1.956,24.428
-4.068,-2614.669
4.686,-0.025
1.786,0.240
4.288,-0.545
-1.959,24.737
-3.860,-1795.773
-0.450,-0.047
2.265,0.818
2.177,0.758
-4.261,-2912.532
1.871,0.362
1.153,-0.119
1.386,-0.099
0.084,-0.000
4.954,0.154
0.161,-0.001
4.141,-0.711
2.356,0.839
-0.809,-0.379
2.962,0.244
-3.953,-2186.532
-2.310,84.573
0.497,-0.025
-1.139,-1.148
4.478,-0.281
-1.081,-0.980
1.350,-0.108
-4.354,-2757.617
4.216,-0.634
-4.481,-2159.353
-4.733,247.732
0.581,-0.038
2.297,0.830
2.848,0.400
-2.570,125.713
-4.569,-1481.261
0.621,-0.044
-4.213,-2907.966
-1.519,-0.791
-1.421,-1.497
-4.373,-2697.927
0.758,-0.067
-1.877,15.829
2.316,0.835
-4.642,-784.129
2.770,0.506
0.107,-0.000
-3.792,-1505.101
-4.444,-2381.277
-0.416,-0.034
0.425,-0.016
-1.929,21.198
-1.896,17.698
3.436,-0.392
-3.938,-2126.819
2.542,0.761
-2.916,104.713
1.800,0.259
2.580,0.727
3.483,-0.453
-0.010,-0.000
2.643,0.663
4.931,0.145
0.546,-0.032
4.231,-0.616
-3.688,-1095.227
-2.572,125.983
2.078,0.654
1.954,0.485
-4.241,-2917.151
-4.393,-2621.588
-3.716,-1199.402
-0.562,-0.107
-0.853,-0.452
4.809,0.079
0.044,-0.000
0.824,-0.078
4.063,-0.769
-2.232,69.428
0.115,-0.000
-0.205,-0.002
0.522,-0.029
-3.782,-1462.810
4.583,-0.142
-3.044,57.821
0.761,-0.067
-0.395,-0.028
3.377,-0.314
-4.852,1743.031
-2.599,128.253
-2.661,131.493
-4.583,-1357.062
-0.314,-0.011
-2.011,31.617
-0.283,-0.007
-3.470,-450.877
-4.394,-2620.460
3.151,-0.013
-3.353,-231.022
-3.321,-183.575
-0.589,-0.126
-2.362,94.456
2.583,0.725
-2.782,127.790
-1.492,-1.071
-1.619,1.072
0.736,-0.063
-1.094,-1.016
-2.432,106.914
1.365,-0.105
-0.469,-0.054
-0.746,-0.289
-2.634,130.470
-0.421,-0.036
-0.469,-0.054
3.372,-0.307
-1.691,3.480
-2.373,96.455
-0.385,-0.025
-4.018,-2442.646
-2.157,55.398
4.643,-0.071
-2.947,95.949
3.477,-0.445
-1.837,12.311
-3.887,-1911.397
-2.690,131.887
4.005,-0.795
-1.704,4.061
-3.091,32.905
-4.096,-2697.312
0.432,-0.017
2.467,0.811
2.391,0.836
-3.552,-655.677
-4.254,-2915.362
4.922,0.141
1.778,0.228
-3.872,-1847.226
2.948,0.263
-0.135,-0.000
-1.836,12.205
2.297,0.830
1.832,0.305
4.049,-0.777
2.540,0.762
1.617,0.040
3.171,-0.040
-1.348,-1.605
4.944,0.151
-3.785,-1476.684
-3.236,-81.179
-3.390,-292.198
4.505,-0.244
-0.269,-0.006
3.590,-0.584
1.261,-0.119
1.530,-0.031
-0.231,-0.003
3.856,-0.795
2.341,0.838
-0.971,-0.692
2.286,0.826
2.126,0.709
-4.321,-2839.838
-1.883,16.413
-2.242,71.353
-2.081,42.247
3.737,-0.727
1.554,-0.013
-1.426,-1.480
-4.847,1674.594
-4.916,2588.717
2.408,0.833
2.035,0.598
-3.332,-198.713
2.312,0.834
0.242,-0.002
3.598,-0.593
0.660,-0.051
-0.517,-0.079
-4.440,-2403.548
0.550,-0.033
4.327,-0.493
2.198,0.776
4.331,-0.487
-2.843,120.095
-3.710,-1177.528
-4.346,-2779.498
-1.666,2.517
-1.466,-1.274
3.403,-0.348
-1.383,-1.585
3.790,-0.764
1.968,0.504
-0.523,-0.082
4.168,-0.685
0.288,-0.005
1.220,-0.121
3.118,0.032
1.278,-0.118
4.383,-0.415
1.478,-0.062
-0.591,-0.128
4.790,0.065
-2.631,130.313
0.036,-0.000
-4.535,-1768.551
-4.769,682.559
4.759,0.041
0.538,-0.031
3.049,0.124
4.037,-0.782
-4.241,-2917.153
-3.327,-191.515
2.369,0.839
4.206,-0.645
4.639,-0.076
4.588,-0.135
-0.069,-0.000
1.200,-0.120
2.321,0.836
1.940,0.464
-0.073,-0.000
3.999,-0.797
-4.270,-2907.661
-4.459,-2297.505
2.964,0.241
1.593,0.019
4.497,-0.254
-1.174,-1.253
-1.792,8.913
-4.071,-2625.678
-0.548,-0.097
-4.998,3702.928
4.967,0.159
-1.651,2.038
-4.984,3507.608
1.680,0.106
-2.413,103.726
2.898,0.331
-1.918,19.970
-1.990,28.736
3.173,-0.042
-3.481,-474.803
-0.747,-0.290
-4.074,-2632.204
-4.917,2597.751
3.122,0.027
-1.577,0.118
2.954,0.254
-3.596,-784.837
-4.201,-2898.702
-4.400,-2595.558
-4.775,757.754
-3.306,-162.690
-0.969,-0.689
-0.411,-0.033
-4.166,-2854.612
2.171,0.753
0.634,-0.046
1.700,0.129
-4.510,-1958.974
4.188,-0.664
1.418,-0.089
-0.984,-0.723
-0.484,-0.061
3.408,-0.355
-0.969,-0.688
1.883,0.380
-2.311,84.710
-2.665,131.575
1.345,-0.109
3.303,-0.215
1.174,-0.120
-2.927,101.859
3.828,-0.784
3.677,-0.675
3.828,-0.784
-4.939,2901.402
4.866,0.114
2.964,0.241
3.553,-0.539
-0.657,-0.186
2.742,0.542
3.721,-0.715
3.038,0.140
1.485,-0.058
-1.916,19.725
2.730,0.558
-1.771,7.549
4.621,-0.096
-4.032,-2493.674
-4.041,-2524.300
-2.818,123.738
-4.660,-583.126
2.615,0.692
1.458,-0.071
1.544,-0.021
-1.899,18.012
2.616,0.692
-2.562,124.944
-2.107,46.485
3.723,-0.717
3.956,-0.806
-1.708,4.248
-3.653,-968.872
4.090,-0.751
-0.213,-0.002
-0.418,-0.035
-0.543,-0.094
3.688,-0.685
-2.170,57.790
4.135,-0.716
-4.754,495.547
4.845,0.102
0.571,-0.036
-4.713,2.042
4.451,-0.319
-2.385,98.770
2.033,0.596
0.077,-0.000
3.495,-0.468
-2.881,112.870
-0.253,-0.005
4.689,-0.022
1.561,-0.008
0.878,-0.086
3.821,-0.781
-3.157,-11.564
2.212,0.786
-3.830,-1663.361
-1.509,-0.902
4.951,0.153
-2.515,119.466
2.752,0.530
-4.619,-1016.624
1.883,0.380
-4.925,2706.713
-0.552,-0.100
1.873,0.365
1.932,0.452
-2.662,131.519
4.047,-0.777
2.419,0.830
3.206,-0.087
4.161,-0.692
4.678,-0.034
-4.576,-1422.508
4.079,-0.759
0.468,-0.021
-2.538,122.301
3.412,-0.360
1.546,-0.019
3.099,0.058
-0.419,-0.035
-0.423,-0.037
1.400,-0.095
1.112,-0.116
-0.895,-0.530
-0.443,-0.044
4.974,0.161
-1.804,9.749
2.958,0.250
3.262,-0.161
4.866,0.114
-4.218,-2910.549
2.183,0.764
-2.041,35.954
2.556,0.749
0.704,-0.058
-0.654,-0.184
0.443,-0.018
4.095,-0.748
1.825,0.294
-3.680,-1066.597
3.094,0.064
-3.845,-1728.820
-4.117,-2753.523
1.995,0.544
-4.104,-2720.582
3.670,-0.668
4.037,-0.783
-1.506,-0.928
4.088,-0.753
1.973,0.512
-2.966,89.809
1.382,-0.100
-1.000,-0.764
0.941,-0.095
-1.220,-1.384
4.056,-0.773
-2.144,53.071
-4.049,-2551.449
-4.833,1486.974
-1.017,-0.807
-3.151,-6.558
0.667,-0.052
-2.513,119.217
-1.181,-1.274
0.626,-0.045
-0.385,-0.025
-2.544,122.975
-1.460,-1.313
0.464,-0.021
4.338,-0.479
3.987,-0.801
-4.316,-2848.722
2.908,0.318
-4.531,-1803.821
0.156,-0.000
-0.450,-0.046
0.387,-0.012
4.547,-0.188
2.554,0.751
1.789,0.245
-4.576,-1417.805
3.551,-0.537
4.143,-0.709
0.188,-0.001
0.465,-0.021
-2.754,129.990
-3.895,-1945.789
4.651,-0.063
-3.946,-2160.048
3.229,-0.117
3.741,-0.731
-0.592,-0.129
1.098,-0.114
-2.752,130.119
-3.555,-663.334
-1.726,5.081
0.337,-0.008
-3.129,8.729
1.998,0.547
0.440,-0.018
-4.259,-2913.775
4.821,0.087
0.992,-0.102
2.715,0.576
0.554,-0.033
4.456,-0.312
-1.921,20.357
0.406,-0.014
-3.040,59.996
3.731,-0.723
2.879,0.358
3.068,0.099
0.944,-0.096
0.755,-0.067
4.936,0.147
3.294,-0.203
0.816,-0.076
3.577,-0.568
3.855,-0.795
-3.653,-971.419
-0.917,-0.574
-0.831,-0.415
-2.078,41.699
-3.998,-2369.116
0.877,-0.086
1.786,0.240
1.907,0.415
-2.748,130.341
-4.021,-2454.867
-1.175,-1.256
-2.486,115.472
-0.312,-0.011
-4.353,-2761.720
3.095,0.063
-2.005,30.717
-3.711,-1182.751
-0.099,-0.000
4.047,-0.777
1.801,0.261
1.150,-0.118
-4.308,-2863.819
-3.107,23.028
-1.158,-1.206
-3.788,-1488.678
1.501,-0.049
-2.217,66.610
-3.085,36.432
1.464,-0.069
-0.739,-0.280
-4.732,235.867
-4.835,1524.157
-4.714,18.488
0.260,-0.003
3.099,0.058
-3.944,-2152.087
1.600,0.025
-2.316,85.769
-2.897,109.491
-2.715,131.616
-1.678,2.988
4.787,0.063
-0.652,-0.181
0.281,-0.004
-2.747,130.371
4.349,-0.463
-3.912,-2018.462
2.517,0.780
-1.023,-0.822
2.034,0.598
2.106,0.687
-3.277,-127.163
-2.392,99.986
3.528,-0.510
2.976,0.224
1.254,-0.120
-0.706,-0.240
2.944,0.269
-1.524,-0.724
2.398,0.835
-4.732,232.129
-2.143,52.797
4.968,0.159
1.165,-0.119
4.948,0.152
4.577,-0.150
1.870,0.360
4.271,-0.567
-2.931,100.643
-4.251,-2916.111
-2.458,111.243
1.417,-0.089
-2.810,124.810
1.261,-0.119
2.865,0.377
-1.263,-1.491
-1.984,27.949
2.538,0.764
-3.394,-297.965
1.335,-0.111
4.953,0.154
-0.199,-0.002
-4.764,623.527
-3.810,-1580.334
3.055,0.117
1.634,0.057
1.313,-0.114
0.419,-0.015
3.100,0.056
-3.722,-1222.538
-1.240,-1.436
-1.162,-1.216
3.920,-0.807
4.488,-0.268
0.388,-0.012
-0.877,-0.495
-4.702,-116.958
4.494,-0.259
2.913,0.311
2.430,0.827
0.771,-0.069
0.638,-0.047
-2.670,131.687
2.321,0.836
2.480,0.804
-1.417,-1.512
-1.966,25.560
-4.944,2965.171
0.858,-0.083
1.657,0.081
2.327,0.837
-0.138,-0.000
0.388,-0.012
4.848,0.104
3.083,0.079
-1.307,-1.573
-1.072,-0.955
-4.748,423.951
1.246,-0.120
1.137,-0.118
2.158,0.742
0.339,-0.008
1.572,0.001
1.648,0.071
-3.386,-283.892
-1.662,2.376
4.545,-0.191
3.073,0.092
4.439,-0.336
-1.770,7.519
-0.207,-0.002
2.575,0.732
0.523,-0.029
0.357,-0.009
1.453,-0.074
3.462,-0.426
-1.995,29.413
2.531,0.769
3.929,-0.808
-0.781,-0.337
1.248,-0.120
0.631,-0.046
-2.710,131.722
4.037,-0.782
-3.646,-945.682
-2.836,121.219
-4.854,1761.365
-2.439,108.076
-1.959,24.761
-3.949,-2171.806
4.246,-0.599
0.221,-0.002
-1.738,5.691
-3.049,55.574
4.292,-0.540
-0.481,-0.060
-3.633,-901.760
-2.121,48.939
-1.500,-0.994
-3.047,56.487
2.763,0.516
0.553,-0.033
0.270,-0.004
-0.126,-0.000
-1.937,22.112
-1.047,-0.885
-0.978,-0.710
2.504,0.789
-2.456,110.955
-2.104,46.111
-1.280,-1.527
-4.413,-2535.904
-3.669,-1027.051
-4.907,2470.804
-4.106,-2724.316
4.707,-0.005
4.224,-0.624
-2.881,112.988
0.084,-0.000
3.166,-0.032
0.296,-0.005
-3.016,70.551
-1.471,-1.237
-3.494,-506.712
-3.505,-532.918
-1.400,-1.556
-1.323,-1.590
2.249,0.810
-3.649,-957.531
1.339,-0.110
-3.388,-287.391
0.238,-0.002
-0.403,-0.030
-3.928,-2083.889
-3.149,-5.514
-3.928,-2085.301
-3.989,-2332.795
2.621,0.686
-0.859,-0.463
2.574,0.733
2.117,0.699
-2.604,128.654
0.857,-0.083
1.972,0.511
2.517,0.780
-0.886,-0.512
-0.610,-0.143
4.510,-0.237
3.570,-0.561
0.007,-0.000
-2.482,114.863
-2.390,99.615
0.898,-0.089
-0.362,-0.020
-3.820,-1620.891
3.352,-0.280
3.757,-0.743
-1.406,-1.542
3.292,-0.201
1.060,-0.110
-1.267,-1.500
-0.311,-0.011
4.275,-0.562
-3.922,-2057.595
2.360,0.839
-4.974,3366.810
-0.151,-0.001
-4.567,-1503.651
-2.667,131.634
-1.694,3.616
-0.722,-0.258
-3.977,-2287.132
-0.238,-0.004
3.096,0.061
2.752,0.529
1.211,-0.121
-4.433,-2436.996
-0.567,-0.110
4.876,0.120
-2.736,130.936
2.567,0.739
3.087,0.073
2.343,0.838
1.933,0.453
1.063,-0.111
4.090,-0.751
2.771,0.505
3.661,-0.660
-0.208,-0.002
3.732,-0.724
-1.562,-0.166
1.420,-0.088
-3.985,-2318.907
2.116,0.699
-1.837,12.316
1.929,0.448
-1.794,9.059
1.579,0.006
2.941,0.272
3.193,-0.069
-2.698,131.866
4.804,0.076
-3.864,-1809.232
0.681,-0.054
-2.193,62.054
0.322,-0.007
-3.043,58.581
-4.763,607.886
3.181,-0.052
2.183,0.763
-3.209,-55.617
-0.152,-0.001
0.890,-0.088
-4.877,2069.646
1.530,-0.030
-4.200,-2896.930
1.239,-0.120
1.259,-0.119
-0.526,-0.083
-2.614,129.292
0.708,-0.059
-0.531,-0.087
3.590,-0.584
-1.629,1.365
4.869,0.116
4.006,-0.795
-1.024,-0.823
2.690,0.608
-1.818,10.793
4.604,-0.116
1.222,-0.121
-3.499,-517.975
-2.035,35.086
-3.629,-888.033
-0.982,-0.719
-1.377,-1.593
-2.351,92.487
4.075,-0.761
4.849,0.105
1.652,0.075
0.088,-0.000
2.118,0.700
0.906,-0.090
-3.411,-328.683
-4.884,2163.325
-1.575,0.083
3.437,-0.394
-0.291,-0.008
-3.189,-37.759
-2.238,70.660
-2.309,84.409
1.537,-0.026
-4.992,3622.457
-2.416,104.326
-2.677,131.800
4.343,-0.472
2.476,0.806
-2.583,126.986
-3.315,-174.721
-3.665,-1011.185
3.872,-0.800
0.984,-0.101
1.763,0.209
-2.129,50.256
-4.900,2374.365
-1.178,-1.265
-4.302,-2873.011
-2.576,126.340
2.027,0.588
-2.049,37.222
-2.189,61.307
2.798,0.468
-4.368,-2715.027
4.347,-0.465
0.826,-0.078
-3.854,-1768.455
-3.375,-265.851
3.391,-0.332
-0.387,-0.026
-0.322,-0.012
-3.683,-1078.556
3.262,-0.161
-3.838,-1698.602
2.692,0.605
2.112,0.693
-3.659,-990.433
-0.254,-0.005
-0.517,-0.078
-4.634,-860.896
4.062,-0.769
-1.726,5.098
2.054,0.624
-3.449,-405.161
1.394,-0.096
-3.332,-199.796
1.129,-0.117
-2.316,85.683
-1.866,14.756
0.792,-0.072
3.918,-0.807
4.799,0.071
-4.448,-2361.090
0.911,-0.091
-2.667,131.638
3.861,-0.796
-1.441,-1.415
-3.025,66.698
0.893,-0.088
2.000,0.550
-4.452,-2334.360
-0.895,-0.529
4.449,-0.321
2.162,0.745
0.330,-0.007
0.593,-0.040
2.009,0.564
3.383,-0.322
3.163,-0.028
-2.565,125.285
4.475,-0.285
0.751,-0.066
0.789,-0.072
-2.018,32.619
0.881,-0.086
-1.166,-1.230
-1.404,-1.548
-1.373,-1.597
-0.143,-0.000
-0.146,-0.001
1.556,-0.012
-3.378,-271.047
0.464,-0.021
3.215,-0.098
4.409,-0.378
-0.912,-0.564
4.296,-0.535
-3.888,-1912.798
-4.250,-2916.360
-1.904,18.501
-1.191,-1.303
-4.074,-2634.659
-4.909,2491.802
-4.735,265.561
