x1,x2,x3,f(x1,x2,x3)
483467,9041581,6.49,6.92
9227594,1620958,9.80,10.39
4906905,9317170,5.24,111.27
2716196,2013594,9.70,3.88
6508446,4086605,7.05,35.70
6479731,9756060,4.43,215.31
738889,2196578,4.38,5.65
5598105,7505689,6.98,57.54
302850,4297353,8.89,1.10
4092457,1251281,7.30,6.42
456857,4756488,6.08,3.92
4971274,5567552,3.55,146.67
749826,3503854,5.27,6.32
9658772,6058578,2.97,441.61
5359200,1222322,9.16,5.21
7977910,8326914,9.62,47.90
100393,9866031,9.92,0.67
8155109,8222939,4.79,194.83
7764846,4829019,6.90,52.50
9786077,1883561,2.09,280.61
9526275,9820295,5.38,215.65
7377476,3826851,2.48,307.26
6568052,6965094,6.64,69.26
3201641,2764194,2.37,105.08
6117916,3402735,9.85,14.33
2734067,3927581,5.64,22.52
989310,8964478,5.60,18.90
5067563,2659158,5.37,31.21
3249959,3884367,5.80,25.06
2313232,1313917,6.11,5.43
5465181,9134971,2.35,602.10
3225867,2694398,9.90,5.91
7261896,7319956,8.21,52.59
5967943,1246821,7.40,9.06
8864003,8246851,4.62,228.62
6108629,4048641,9.11,19.89
5364463,8715418,1.32,1783.60
8417692,8623896,3.63,367.74
7396066,777495,6.77,8.38
3752855,3219937,1.40,412.83
2582751,1059847,9.58,1.99
6065976,7220424,2.53,455.75
2705989,6717608,4.06,73.47
4200116,7677347,7.82,35.20
9384920,1446706,1.28,557.26
366342,810158,7.97,0.31
4691668,9691928,4.97,123.07
2845331,1002686,0.44,969.96
6420737,4924744,1.83,629.73
7142181,1056888,6.61,11.53
2588307,1532050,8.32,3.82
4340119,5933890,8.56,23.47
8507112,1572731,8.62,12.02
1275275,3093256,1.05,236.73
7787693,1261252,8.57,8.92
7134623,8965703,5.12,162.90
6648164,5583094,9.46,27.66
9625308,6666130,7.93,68.16
7731999,7711008,9.36,45.40
9657765,1345031,5.00,34.72
4465222,6868070,3.66,152.76
1927380,8628279,3.78,77.80
2028059,9686103,4.20,74.23
4489374,8417434,9.00,31.13
3937617,5867999,6.72,34.15
9736787,1393948,4.84,38.72
9672187,5730055,1.97,957.50
2668660,2337890,3.69,30.50
4817936,844909,8.37,3.87
7250100,1751349,7.92,13.51
9957251,7114813,5.02,187.63
4512020,2153090,6.33,16.18
2485860,3985535,7.76,10.97
5028862,5137960,9.73,18.22
9252877,2688435,8.95,20.73
5979183,194163,7.09,1.54
342574,8116462,9.91,1.89
8286973,2134918,0.03,1475630.62
1406254,2661773,4.67,11.47
730201,4587885,7.10,4.44
5123115,9750063,3.77,234.90
5475087,6524688,0.97,2558.02
1005199,299891,6.70,0.45
7556828,4501048,0.24,38010.48
6716946,6533457,4.33,156.44
405141,7781571,9.89,2.15
6176758,5806273,5.18,89.05
850324,7476822,0.26,6115.11
8237409,7963690,9.19,51.84
2105378,5327504,6.69,16.72
963747,5447580,4.02,21.67
8183768,6903567,0.72,7259.55
7168609,7460884,4.13,208.80
980994,7286020,8.74,6.25
6628316,1164036,3.14,52.18
3940432,2275714,5.89,17.26
4443672,1557098,2.07,107.46
7677814,2805088,6.85,30.67
6475719,1545258,9.73,7.06
1210837,5462955,3.76,31.27
5271220,8062186,5.66,88.62
2306163,4294970,4.82,28.48
9973138,4123609,0.63,7022.21
5909588,2698128,9.38,12.09
3427268,9608901,5.64,69.07
6379360,4140125,2.27,341.71
9057544,1446938,6.83,18.76
7229111,4425831,7.06,42.80
9567677,1958088,4.81,54.00
7956032,9594552,6.37,125.47
2583218,9339820,0.29,18509.35
7150955,3522938,3.64,127.09
3891657,7860735,1.01,2017.59
2047716,9657896,2.27,256.17
3853685,5147184,3.85,89.27
8776283,6708811,2.33,723.86
4199720,7127246,2.33,366.49
3362964,8754999,4.72,88.09
1114483,6576471,6.16,12.88
8715762,4207180,7.28,46.14
2039869,1845262,3.30,23.00
6906465,4004471,4.48,92.03
1752294,8014251,6.14,24.82
2695012,8903265,2.91,188.93
2223698,2415899,2.02,88.08
3836422,5762275,2.54,228.18
7752634,890463,4.29,25.03
5885335,8358885,9.79,34.25
4519478,5244277,6.05,43.21
5305722,4964177,3.43,149.11
2712421,7798244,2.63,203.84
260440,1104911,9.68,0.21
792176,6523729,8.01,5.38
5772186,5566315,4.93,88.25
9385390,6649541,0.08,719092.16
508394,2624594,6.70,1.99
6260767,8594105,1.01,3500.51
9460455,6096044,6.69,85.98
1357459,1156497,5.92,2.98
7694062,6372912,9.52,36.07
9881075,5833091,9.71,40.77
9292834,975586,3.41,52.14
3005803,7375846,1.32,855.08
5970791,1046225,0.66,969.01
6137766,5955476,3.44,206.34
6678679,9868905,9.86,45.22
8389507,2938338,6.25,42.09
2181131,7123191,3.55,82.25
8742033,9948828,5.42,197.82
3061690,1827650,5.47,12.47
2151346,5907452,8.71,11.17
1164883,3441995,6.59,6.15
5881856,9665059,4.90,158.23
71708,474837,4.45,0.11
3879347,3971455,2.10,232.93
1008796,8260629,4.36,29.29
6759673,6315833,8.06,43.80
4512426,6865411,4.80,89.73
1683450,1870097,8.02,3.26
2325730,8866069,1.68,487.34
177621,5785862,8.58,0.93
7238643,8000639,4.82,166.07
986719,5592029,3.03,40.13
3942151,9354844,4.51,120.80
7893462,7781565,9.38,46.56
1236488,1248742,9.72,1.09
712187,5951270,0.51,1073.70
4101294,7701642,3.38,184.09
8370641,5373657,4.33,160.03
3917295,8137027,3.24,203.15
1165579,1660828,2.56,19.73
1455392,664235,0.63,163.10
383860,9470693,0.80,377.80
1770563,5131174,0.10,61462.12
5970775,2968856,0.89,1477.98
3723846,8442123,1.33,1185.19
716913,9176643,3.26,41.31
2093733,4105241,4.21,32.32
4409032,1307454,1.59,151.63
3935258,312987,0.06,19662.54
5902431,3839070,2.29,288.90
6526243,1231331,5.22,19.67
444612,8226535,4.45,12.32
4649742,7715120,1.23,1592.10
4603577,5885518,4.17,104.10
4562619,9980739,2.21,620.48
588625,8144924,5.27,11.50
9473952,2425707,9.75,16.13
4825613,5274205,2.61,248.56
2104096,1828817,7.81,4.21
4559500,4148096,7.50,22.45
8534784,4603910,1.57,1057.67
8670655,6551159,6.67,85.28
430558,7093677,8.91,2.57
442685,4196781,8.73,1.63
368727,8524400,9.11,2.53
6811838,8109438,7.13,72.50
4734326,8114212,1.78,811.94
9733768,6682877,7.88,69.87
6912332,2821086,6.44,31.42
5263468,287086,8.25,1.48
8554612,7685863,8.96,54.71
7268397,9278908,9.61,48.73
945326,6992453,1.60,171.51
8361676,4419001,1.59,970.95
1086200,7322893,3.87,35.48
6598977,3474514,4.68,69.74
6441363,6789053,9.97,29.38
4145434,8873908,5.16,92.28
8408194,2503861,5.62,44.45
2872303,9078247,7.89,27.98
1822461,7910327,1.81,293.59
1540708,461138,3.10,4.92
7188443,5582353,1.74,879.85
2693885,8285175,8.81,19.17
4091668,182088,0.99,50.75
2900929,382931,9.25,0.87
366505,1507943,0.15,1659.72
3833908,7670607,5.78,58.68
8234517,3067639,7.67,28.69
544796,3136503,1.71,39.14
8702780,6902709,3.70,292.95
6936367,8667481,8.68,53.26
1133362,7984619,8.33,8.71
1957899,4436124,5.85,16.93
9903728,9376575,1.20,4304.51
6637090,2719742,3.34,107.75
2529673,3456330,9.72,6.18
5287456,328984,8.72,1.53
8292816,1240081,7.57,11.99
677984,6376294,7.59,5.01
7297915,5620440,0.15,130017.55
4659912,4219615,9.71,13.90
2694144,9986119,3.27,167.95
2723991,4099890,7.49,13.29
3460630,9049584,1.99,527.51
3689009,1496179,0.31,3790.52
8330438,7062543,8.97,48.81
7645871,2512557,2.10,291.24
8977868,1207528,3.04,78.21
5317327,2867928,8.99,12.58
109368,6545447,5.42,1.62
7026081,9183967,5.05,168.64
7385121,8171219,1.36,2176.24
6847203,7376676,7.46,60.62
9681932,6348319,1.52,1778.56
7576647,1891381,2.96,108.80
7832437,9493160,9.14,59.34
667293,4336119,9.51,2.13
7103889,6565142,4.24,173.37
6027083,539594,2.70,29.87
8993403,6260209,5.04,147.78
3768992,181360,5.71,1.40
9816000,2445919,4.08,96.36
847030,3626562,2.87,24.83
8666192,8524022,1.93,1323.15
2672233,1377032,4.12,14.47
6981109,3340991,7.28,29.38
3912450,4275150,9.13,13.39
1679913,6335035,8.08,10.89
4843163,8135898,0.98,2715.76
5975855,3725899,2.70,203.65
3905841,7423717,7.65,33.09
7947984,2605974,4.03,85.06
3086524,5740831,4.47,59.13
32056,8131439,6.05,0.48
7860069,9778031,7.60,88.80
176281,5962559,5.37,2.43
5733485,741622,9.75,2.98
1657608,8453941,7.39,17.14
7812087,7574221,0.09,451751.98
6837337,7608198,2.75,457.73
2721054,8214016,4.99,59.81
5538969,9708708,9.69,38.23
6026895,4087321,9.02,20.19
562872,8036097,5.28,10.82
5872091,3621976,4.87,59.72
7137095,8814925,6.24,107.94
4683813,9142142,8.19,42.61
5085450,7166375,1.57,988.53
835339,8615102,1.37,255.46
9135935,463252,3.38,24.71
4286192,6643039,8.75,24.84
5276070,5167383,4.17,104.62
8232760,4321725,0.45,11588.56
7287374,4517697,2.16,472.21
9362407,3336358,1.76,674.05
4678041,839605,8.30,3.81
2586893,8364154,8.35,20.69
18777,741255,7.75,0.02
270070,2654160,2.33,8.78
3228462,9997116,4.04,132.09
9563792,2926108,1.90,519.71
2429045,8910208,9.71,15.32
6097046,1560033,4.34,33.62
4587188,7775754,3.25,224.94
4967536,743357,4.18,14.11
4996364,5594835,8.18,27.85
5772017,5827610,8.31,32.49
7659140,6228772,7.62,54.82
2760170,3867125,9.67,7.62
455598,3034718,2.22,18.64
2553969,129663,9.45,0.25
499371,1939900,3.06,6.89
4156327,6465816,1.43,879.00
8875539,624671,5.42,12.61
1064090,3700395,8.32,3.80
6831278,7690366,7.99,54.86
5554689,7784147,7.82,47.18
975979,5552756,1.82,109.07
5955272,155849,2.81,7.85
5886895,7460588,8.43,41.20
9718812,4669774,6.61,69.39
3171866,6094710,1.24,845.46
7183474,1317077,7.55,11.07
5194198,5228866,2.17,384.97
2207746,4806034,0.82,1051.69
4716544,8969507,7.40,51.55
8651905,9578017,4.91,229.40
3289887,5148567,6.57,26.18
3582272,1955424,3.26,43.98
7638349,998668,5.69,15.73
4743093,1494771,1.03,450.28
5127097,3741921,0.67,2812.58
7375464,3121950,4.79,67.08
3924611,5087336,8.29,19.40
2935557,6845240,0.39,8813.66
7176051,3742692,1.53,762.07
4216661,4581523,5.94,36.54
1604353,1257992,4.68,6.16
320944,2417854,3.42,4.42
1881624,4151621,7.60,9.02
3835864,9208058,1.63,889.28
2015780,5118120,3.59,53.38
7394122,8235380,3.54,323.38
2245366,1937702,8.24,4.28
8950917,1438973,4.80,37.27
4616876,8730983,9.25,31.44
3982868,5804576,3.14,156.41
6840498,7624952,8.12,52.77
8252747,8577292,7.19,91.45
3207218,2384085,9.94,5.17
9615437,3304714,1.58,846.82
3546926,9748529,8.37,32.94
9854339,7918571,3.16,520.19
8376387,212769,0.53,418.59
3993421,1387753,3.34,33.23
6709360,1845640,2.97,93.38
1656978,8419383,6.91,19.51
5379089,8036823,2.66,408.46
2543966,5460242,9.83,9.59
7275089,265857,8.91,1.63
1112714,3290114,2.81,30.88
4459405,8105797,6.60,55.36
7269545,5951739,5.45,97.29
8759031,1642088,1.88,270.67
3824881,5998336,5.11,58.68
1906326,2724197,8.07,5.32
4295128,7146869,5.57,66.14
3612148,5357592,6.58,29.84
8328886,6710041,4.37,195.07
4820005,6940556,0.20,56191.42
6631730,7667854,3.12,347.59
4735376,8776062,0.43,15085.02
3233401,9174535,6.40,48.37
702926,9634799,6.99,9.26
3731961,1641635,9.64,4.40
5484688,1370950,3.91,32.89
2677441,9474802,2.54,262.90
4562447,2426206,8.66,9.84
8407342,8970474,6.98,103.17
8553963,8196843,7.36,86.42
6771742,7918675,0.30,40299.78
1220955,6849664,2.01,137.92
6608790,5947191,7.61,45.34
9600833,3389839,5.14,82.29
5343218,3637146,8.47,18.07
8977108,2210796,9.91,13.49
6440814,3715939,3.13,163.06
5396689,565518,1.81,61.86
5889166,8184697,2.63,466.78
2646453,9430925,3.81,115.01
9586611,1776709,4.48,56.56
8635561,9102231,2.78,678.61
173312,9602504,4.18,6.36
9331908,30770,0.86,25.86
1065385,6866505,0.86,667.54
2327581,3354096,2.49,83.95
8358625,2008926,9.68,11.96
9034431,4177086,3.90,165.29
1924858,4122406,9.88,5.42
5931277,5832197,7.99,36.11
4972271,7822673,6.17,68.25
4411415,7429438,7.18,42.42
4091074,7441492,7.48,36.35
3044942,5324149,3.20,105.92
7335939,202587,3.81,6.82
9625131,2474613,4.20,90.10
7154255,9399874,2.66,636.30
6580841,6791318,0.58,8859.88
4370165,2203967,8.16,9.65
7295819,9724110,5.67,147.09
3363579,7977842,0.70,3610.67
1887049,1689644,1.82,64.33
1894186,6504896,1.40,416.62
5083760,9175531,5.74,94.63
9535431,7660404,6.72,107.84
1260214,5104125,6.80,9.29
9693220,5347040,5.25,125.66
9371967,5401568,3.23,323.76
2948780,6242257,1.50,543.20
4708557,9768684,2.20,636.19
5712997,4563905,6.83,37.33
2905867,7930700,1.89,432.66
2607993,5863493,2.31,190.61
1677940,6662291,5.77,22.41
3766703,8235556,4.17,119.17
6068631,621576,8.67,3.35
7497549,7437118,2.86,456.11
6744844,7428810,0.87,4454.84
3102455,1612302,8.44,4.69
7730559,5908475,3.58,237.31
9634733,1701716,9.24,12.80
9008629,5362237,7.71,54.18
1079748,9490906,7.15,13.39
1308214,3008107,6.38,6.46
1845539,7642361,2.36,168.48
81437,9130584,3.20,4.85
4041266,5205335,5.15,52.84
4803739,3328423,6.68,23.88
8245673,9970153,1.45,2611.71
9177641,6780850,9.73,43.90
6241800,1810146,8.99,9.33
167074,1407976,3.03,1.70
9402645,1735501,9.12,13.09
5845742,6874118,5.90,77.05
2408909,1888062,4.68,13.83
7333558,5739794,4.09,168.12
4086623,5972562,4.43,83.12
1364145,8843999,7.38,14.79
6160385,5704353,9.81,24.37
1736647,796571,1.42,46.08
5386831,1532000,7.78,9.10
8738242,5853246,5.39,117.51
4091431,9159113,6.93,52.02
980267,9474433,7.74,10.34
776938,2956484,9.79,1.60
8589763,542536,2.86,38.12
3869869,3154583,8.15,12.27
6677573,4010363,7.52,31.60
3457000,2388152,5.25,19.96
4020369,7122028,4.02,118.05
4140602,4598140,8.67,16.90
1222655,3203814,8.15,3.94
5981179,3069459,3.59,95.32
1759960,2250473,2.91,31.27
4440911,6302622,1.83,557.86
6458996,4485890,9.96,19.50
6799600,9008685,7.97,64.35
9576219,2078268,8.67,17.67
4666091,8524159,8.01,41.34
1843260,1029889,1.46,59.51
5899337,3828555,7.60,26.11
1025386,3700012,2.30,48.05
5900295,8793705,6.31,86.86
3775234,6684891,2.94,194.39
7223658,3701260,0.10,165996.57
8165317,6068735,8.64,44.35
7640366,9051960,9.74,48.66
5274544,5039439,6.85,37.85
2980338,4595386,5.26,33.00
830355,8168133,1.05,410.81
590816,9888417,2.89,46.64
6132002,3385295,6.77,30.24
8318916,2820055,5.74,47.46
7483600,920780,2.40,79.54
9295999,913770,5.05,22.20
8048217,7751607,9.16,49.60
4163496,48816,6.41,0.33
7515636,3929409,6.22,50.89
4900928,3960925,1.50,573.38
7094385,1517730,2.11,161.16
1231769,9640630,0.39,5202.24
8149823,8705028,5.23,173.08
5295068,1913378,1.79,210.47
7089897,7388323,4.61,164.22
9452604,147520,7.54,1.64
842763,6529745,1.41,184.61
7793823,500769,5.49,8.64
2188733,727263,7.07,2.13
4113691,4408246,9.74,12.75
2234561,1533838,2.02,55.95
8350342,3379874,3.67,139.90
5101295,1397270,9.49,5.28
3127360,8574616,6.68,40.14
3307033,7935734,9.77,18.34
1065639,2235374,8.08,2.43
8950683,1340042,8.24,11.79
8796830,4801838,6.18,73.91
7449006,4700217,2.56,357.86
2477931,3488224,9.59,6.27
5772112,6157120,4.60,112.22
2396809,4156528,4.74,29.65
3606396,1114301,8.79,3.47
6762479,1490466,2.95,77.46
3111479,914530,9.80,1.98
751465,2555827,5.87,3.72
4610740,2961876,8.48,12.68
561101,4813847,6.61,4.13
2063836,3294702,0.51,1722.01
799484,2248281,7.28,2.26
3133406,1097341,7.54,4.03
9685937,7405614,3.55,379.78
5414789,1057026,6.84,8.16
880009,4481947,1.98,66.84
8503671,2275115,4.12,76.15
4404921,9988393,2.56,446.99
3307623,5543790,1.27,760.72
6154948,5577424,3.58,179.06
6857441,6086023,9.64,29.97
5416803,9122038,8.71,43.43
6056200,8681156,1.91,963.21
202250,8633299,1.86,33.78
4749325,1783224,5.56,18.26
8961462,1823897,6.97,22.47
9358457,7575213,6.58,109.26
5371401,6538746,2.04,565.13
2464363,4649462,7.72,12.84
6786653,2559910,4.10,69.03
6237589,8391017,6.10,93.83
986514,8852787,8.59,7.89
7806673,3364089,5.04,68.92
4905192,6772514,1.18,1588.69
2547771,9727962,5.26,59.85
914069,5431991,3.71,24.06
4120814,7572427,7.57,36.35
4226998,902313,1.96,66.08
8828538,5167666,8.55,41.61
381438,3448155,0.03,115411.20
7717693,8541687,0.06,1364690.24
6238299,3089003,1.45,608.63
676710,5070988,4.88,9.60
6239037,1634759,8.07,10.46
9730332,5406801,2.78,455.66
7925684,1403056,3.99,46.69
2627001,9038650,0.73,3006.18
5103038,6235792,0.48,9310.56
5715842,5066168,9.29,22.41
2105595,7563169,0.85,1454.92
6792244,2725371,5.41,42.20
9997228,7202761,7.69,81.32
3048478,5281448,3.02,118.12
2220229,3635528,4.47,27.00
7211397,5910243,4.33,151.92
8231769,695500,3.19,37.58
1314629,7967190,9.74,7.36
4498709,7189423,8.68,28.64
3988292,2876558,6.76,16.75
1313206,4889646,1.08,364.35
4524157,3025198,1.82,277.12
5157793,6799778,3.69,172.26
7876323,1242097,4.26,36.02
1674254,478411,3.94,3.45
5993480,2385220,2.19,198.80
6029250,4640682,8.37,26.62
5974069,1406349,3.08,59.18
943505,5078558,5.32,11.28
7234323,9157631,1.98,1124.13
8651454,6205013,3.77,252.08
2644075,5743988,0.44,5315.39
344369,2010240,8.71,0.61
1098085,7985476,4.27,32.03
4450620,8913761,7.51,47.00
6651825,4574322,8.72,26.71
5619152,8617633,2.60,476.96
6779260,9802342,9.47,49.47
7162487,1544692,1.82,222.84
5844156,4774345,4.88,78.30
6618385,7432068,0.87,4301.06
72403,7259186,3.41,3.02
3108181,5013470,5.89,29.94
4446175,6678383,3.62,150.88
5377086,5051608,7.50,32.20
6505611,6077381,8.88,33.47
5338332,2081422,7.65,12.68
5252971,5620242,2.87,238.84
6118838,8620826,5.77,105.58
7639523,2516881,3.88,85.23
8997451,9042596,0.40,34439.30
9627200,6124133,8.18,58.83
6185160,8241738,4.06,206.00
1924367,8017556,6.42,24.98
7535941,6358819,5.89,92.08
2285885,9338558,9.68,15.20
8381827,5531692,3.22,297.84
1048565,8878377,5.16,23.33
2610014,7564950,7.45,23.76
5369515,7832731,0.17,102094.71
2665402,3866207,4.38,35.92
690977,1583278,8.47,1.02
4660180,6557543,4.85,86.58
7233842,6337971,6.54,71.53
8462416,4604564,0.75,4635.66
1004808,3064159,0.94,233.20
6246846,2608677,6.86,23.11
5789480,2416949,8.96,11.63
8220235,5793217,2.87,386.15
7014791,9810645,6.54,107.41
6246993,112677,6.81,1.01
4036724,7381492,2.43,336.97
8032839,5476813,3.08,309.33
2400230,292837,0.85,65.01
9978732,6177015,3.01,454.86
6702752,5055104,4.54,109.69
2366336,818950,2.97,14.63
1865002,1657451,1.91,56.45
8220996,3709658,7.15,39.75
1585636,4189212,0.38,3021.41
7028194,6744493,5.78,94.62
7461662,4089374,9.39,23.08
6933461,633678,1.88,83.19
7344362,9492547,1.48,2125.10
7580830,3762581,5.33,66.96
2840287,4599800,5.59,27.86
9257203,7275921,2.17,955.74
1046322,6320966,9.79,4.61
9394296,4014209,3.46,209.65
6433713,6308765,9.04,33.16
2089500,3830073,5.09,20.63
3793503,5100412,0.49,5306.89
464489,7410533,9.25,2.69
69339,9534022,1.93,11.78
1176556,8085471,7.66,10.81
1195873,3518582,8.47,3.91
8992406,5987812,5.51,118.17
3413692,7179857,7.01,33.25
1255817,341514,4.41,1.47
7345213,7421295,2.69,504.54
4526649,4302170,1.54,547.30
7009457,9038571,6.58,97.53
1304969,7593551,3.39,57.70
6264935,5187413,1.01,2134.05
4215498,6822127,4.75,84.93
7455682,7674002,7.76,63.44
9417551,2679643,2.88,203.70
3571154,5131567,4.10,72.71
4396509,9849102,9.51,31.96
7510409,2550601,2.06,301.27
7225552,6118600,0.44,15064.61
3277599,1196849,2.06,61.57
2370766,5505884,6.98,17.89
1560971,9003221,5.53,30.65
127217,8848225,0.94,85.09
311656,8849992,0.71,367.64
3765510,8780294,7.14,43.28
3010728,4511897,6.66,20.43
6853710,2988690,1.55,569.35
8381154,679473,6.14,10.07
7383051,5496059,1.79,847.00
4672023,6552577,4.19,116.32
121128,5109519,8.90,0.52
5341229,9722354,6.41,84.26
1865485,9405176,6.30,29.54
6233654,4038856,4.97,68.09
9264812,2269627,6.42,34.02
4157900,8008570,7.67,37.81
6873882,355793,7.65,2.79
4287180,8051440,3.60,177.80
5840723,5328413,9.00,25.64
6949724,8211765,9.25,44.53
5787262,2686928,7.02,21.08
249888,7171204,0.66,270.73
4204106,6691908,7.11,37.11
2411202,7633665,7.67,20.86
7170808,3636088,6.63,39.53
9813269,8288323,4.68,247.35
1038496,761493,3.28,4.92
3181327,6024359,3.32,115.79
8444402,5618130,3.64,238.81
4274359,5254134,4.95,61.16
708573,4893713,0.58,679.32
9417976,1953783,6.05,33.54
7301723,3743467,6.69,40.73
9273324,5173995,7.62,55.16
7148198,6658255,5.83,93.53
7973580,6600036,6.68,78.60
4486776,890980,5.91,7.63
64186,5508560,6.25,0.60
7770409,9597127,8.35,71.43
3139791,8908112,0.66,4222.38
5528862,7035784,2.01,639.58
4486587,4457543,0.13,79571.87
599015,4541639,0.41,1089.95
4938617,2097968,7.67,11.75
8968652,7354237,6.76,96.19
5285025,2344156,9.47,9.22
2471818,6834776,5.44,38.04
4384780,8463769,7.24,47.22
4477152,4888364,4.30,79.05
2337996,2900074,5.42,15.42
3753405,1535064,6.99,7.87
2028793,7306541,4.91,41.00
6075990,8249115,0.94,3758.39
2712989,469898,5.60,2.71
3520809,8844071,3.60,160.42
6412541,9680335,6.37,102.07
3411618,2972677,0.40,4300.71
2254330,2210752,1.69,117.00
8648271,603168,3.33,31.35
2828903,3407417,8.56,8.77
7717623,6716276,1.17,2507.52
6639320,3356763,4.81,64.25
617677,5746230,5.83,6.97
9974219,2530874,6.51,39.80
8718521,3489718,4.28,110.61
2504213,8549842,7.77,23.66
5219178,8073424,0.08,404418.13
2717178,7023422,2.90,151.20
